X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,Class
-0.01515222455119226,-0.5487159265552406,0.237579380792664,-0.04083684479397191,0.013893613845032494,-0.5215340278050293,0.1740035844686215,-0.07159680763734239,-0.04054246106411389,0.40350765906974895,-0.33186651728000566,0.15017950921545764,0.1508882197073664,-0.4139656506962409,-0.047147939663216294,0.47516230660946096,-0.04466834810381362,-0.08399666395543039,0.09541531626531814,0.03964453561017147,0.1621153709864817,-0.578388787572189,-0.08684273063540267,-0.15842151738883772,0.25361634863110816,0.22344937421215202,0.03593855204374039,0.26852677554656645,-0.08058007728888543,0.2751328671838778,0.10891219734103087,0.2242010752610903,-0.04578135277941008,0.4111013582344163,0.16310645673018742,-0.04564154569192029,-0.03303083164607239,-0.2236405680635435,-0.3682780154987436,0.37939311884273685,0.19985569381071577,-0.6800792331248724,0.4251486922146561,0.13944382920723358,-0.07586802259721366,0.34224124872352923,0.12672414461451062,0.21625568565609596,0.054391150728762584,0.04954594207996661,0.030793625870133193,0.09256639899988704,-0.6539324460917743,-0.23010039454735037,-0.4446627770323359,-0.40655977808448757,-0.1333841678139205,0.15623619051026758,-0.7227009023979359,0.29400993565462136,1.0
0.288564077325517,-0.033433909386914734,-0.0050978418166258204,-0.4145076677064714,-0.12923094619092537,-0.443337875369391,0.024070140058868074,0.2239943666585702,0.14651488475848995,-0.5768505019366221,0.47314263262859374,0.3616893611932727,0.12374857944156183,0.2557255262139632,0.4481307753231916,-0.5697813347491861,0.18784783190577517,0.4068909810625336,0.36066401208040844,-0.2869864675378416,0.2879041954602574,-0.17848358662287148,0.07543599647331291,0.26185296144805137,-0.017704426256964053,-0.13338757088247982,0.12133787248255362,0.2316759607354534,0.2030694135249908,0.06739481774115812,0.4154839249826509,0.05302906021789915,0.21712689855723782,-0.43580303468349374,0.3115568227851591,-0.08434077741484834,0.0007906633814930209,0.2352850286378586,0.6427646700501598,-0.04365366819554375,0.3723713223133417,-0.41355668596079587,0.2765590771501654,0.36930492163170203,0.048631190205525546,0.14932248901835388,0.14498532776840478,0.16304760528468695,-0.39890567489236267,0.16564889227725538,-0.3186448763626546,-0.5770478739241612,0.033405625775338545,-0.34018834849423674,-0.38439178129933627,0.3843902308795229,-0.041535738111810494,-0.3744198499374853,-0.3498776548002217,0.2168443867649649,0.0
-0.027995284683111035,-0.3275150084361432,0.0333166213276035,-0.008251781475102379,-0.2538400409080387,0.06583167726938835,-0.13012744066292423,-0.16290041698252333,-0.3937113531721694,0.0771884289766822,-0.04207455915374619,0.12072926473555308,-0.09578663068312449,-0.8268806660086369,0.6753628380486544,0.19920200299228272,0.21476691379654633,-0.05614094735748111,0.18903771730992694,-0.47744514817892797,0.4866731362235083,0.4858525965062431,0.06161040074351176,0.07297260945224926,-0.08518970409085934,0.1195374681675783,-0.07198086504274046,-0.04868658099162868,-0.00856332426616707,-0.1431218103542042,0.001406579853109398,0.09619373239255223,0.04768197725055691,-0.21690752224026574,0.4896766191588669,0.19963549195186808,0.1254508102317344,0.12628440665480942,-0.5023735313211292,-0.29388574204759205,-0.4103971054034319,0.19056720515697972,0.4639396759148489,-0.22248050736603328,-0.10395257222508769,0.42105008444591363,0.036053145770718185,0.19198039608686243,0.403099544128191,-0.11041741473935256,-0.263875069634389,0.37439070654861045,-0.2707792176483513,-0.092962338815421,-0.7404102297530931,-0.06953554710997602,0.3128724633711919,-0.5853302985886919,0.49117487242125957,0.2942251749309516,1.0
-0.007651124158845002,-0.04974097434235302,0.32990711783020576,0.6776367634617969,0.1191864960110649,0.34636789073006197,0.14035741631083853,-0.4968206110524461,0.043472542590912974,-0.499433733290565,0.2343344223916698,0.4420636665849992,-0.5796683284178281,0.2982196741773995,0.365988910820291,0.014526658169135172,-0.26542314008252443,-0.010448014831019403,0.14958135656681382,0.30019926731036706,-0.7128481370017594,0.37161651486849917,0.12129215976979413,-0.17421505895597528,-0.44764477849057005,0.27738295402164564,-0.28395130133354074,-0.2978596900763788,-0.1481916247516818,0.0012827314948002221,-0.21651687206244472,-0.01466279353108956,-0.320164143200707,-0.480968288452925,0.43918432780361816,0.346058854869495,0.0034420311034469475,-0.15592914240039063,-0.2836127149728419,-0.33461520995946764,0.4712893335191664,0.22106146589540368,0.2473941072764215,0.012653263004875384,-0.12143384752639153,0.05360585497637428,-0.06753384409624114,0.4199614399928404,-0.3308654572103523,0.29964747397989683,-0.18946839162310564,0.36582322598465533,-0.6896079798385626,-0.02649714653802845,0.050592815544187215,0.0581037764239721,-0.061538805964259195,-0.506322023511183,-0.5643543947975581,0.3270014493048468,1.0
-0.11097142753173524,-0.26804726161147496,-0.2590043316926991,0.31100570081223883,0.6592782221630508,-0.13299012306472013,0.38941494114422615,0.13985310189483063,-0.18728687689761261,0.17393343728879895,-0.40197001467516413,-0.2724993633953125,-0.28607373621063326,0.33007761871665764,0.06933115000162701,0.6217985809641068,0.03541317170321549,-0.5948348211389575,0.2199828374434704,0.05838018376440082,0.13391764820196658,-0.22493340192126934,-0.015400149144570587,-0.415218004431403,-0.16044889967673076,-0.17184889813430881,0.14151996600488997,-0.17943674782423327,0.49168941190536414,0.32182021033042024,-0.408269570435303,0.01592690103372848,-0.11943856563384339,-0.25749081511222943,0.15651264607331775,0.10428982872210024,-0.04647022005132369,-0.06926019445567823,0.3131679993598774,-0.16470104647842368,-0.0780261081761118,0.04206497875113512,-0.032107068998170604,0.32751383322829014,-0.25807567417748917,0.14535273762936307,-0.4477768301867888,-0.046015883335495174,0.3371173768734426,0.0495572874943696,-0.05562385244863227,0.18120263944569243,0.3554948929050596,0.32358633198194325,0.34137794434505614,-0.13915158794530075,-0.4105827668357463,0.36854845633059863,-0.1841401294874762,0.41007440301017517,1.0
0.03253838608650017,0.18893540911270099,0.4040738186898816,0.3218293690455568,-0.131393221715754,0.4443281114502396,0.4075683733060113,-0.5235105448207614,-0.3047493175827535,-0.11284025093282835,0.1960605062029564,-0.397691366984059,-0.5197588270696888,0.17441521247323222,0.23386910336180902,0.24030194877481628,0.32204629785295846,-0.3512387171470214,0.3644151069509724,0.2087688474547996,0.018358837688143333,-0.5873462934982923,0.18768691386873623,0.1729149724507526,-0.13016991037614642,-0.5266965831539109,0.12967809547521086,-0.37376264879037485,-0.024439822898796527,0.08009038818516784,-0.12165538893091554,-0.06705962095660253,0.17351076755681444,0.3354868592144534,0.3611032924694996,-0.10445614340618282,0.29344742906747406,-0.037482145175037285,0.366834126520381,0.10064935287098785,-0.032430350605141586,0.2251013300702853,0.00834538152066599,0.03686050421327932,0.18933431738037382,0.08031431412505995,-0.15896575775100338,0.17710535564791915,0.565823819010547,0.33290447125274675,-0.22056604518505768,-0.360627594531459,-0.19154634383013883,-0.664049236618419,-0.3867286576158247,-0.6195777713051286,0.013686234480959437,-0.49948781034306305,-0.08810263638824473,-0.09004315949142704,1.0
-0.5688784963518766,-0.008098941277986493,-0.0003892102353798185,-0.0605889282538491,-0.5574063654358634,0.01175268797383258,-0.06866372903845501,0.23468262578588278,0.6713581941918249,-0.19236646390204193,0.4897989626047575,0.10933573021199594,-0.3194259201882691,-0.08107054393519295,0.1583848167750245,-0.3765618544175374,-0.18858203711413812,-0.10905309210054705,0.22875431431534368,-0.5640869340267258,0.2709844972341078,-0.3576333123666752,0.5797465939049881,-0.053492398429377044,-0.1565069496123006,0.05571893047510844,0.1776143169806187,0.33763474724715203,0.28800898986477536,0.12492995865176253,0.6495236482148209,0.23346089765192987,0.26927954289190953,-0.1971895112376793,-0.15065119535552043,0.27099953813490396,0.03247430617989124,0.08955435286640433,0.3456205991059981,0.03717274790351056,0.4352101175072377,0.16179406103813768,-0.12356036199898955,-0.2592199789015959,0.11696527486674708,-0.25064345016178824,0.23649214166792046,0.17759486826578155,0.13160346569215606,0.35206043782071944,-0.01813593771563095,0.09978629866608427,-0.5234376250019123,0.6620124862928556,-0.3653912183333974,-0.2018110754832544,0.08403175473325425,-0.2811949092451625,-0.06337327182603578,-0.17360033484575998,0.0
-0.3083806277529594,-0.3744066207838957,-0.14566088587806994,0.17807169227282577,-0.5083925910001916,-0.00743007972018932,0.08110403927397404,-0.46498377818790254,-0.17200558289110038,-0.07534761596185785,0.02405800440964086,0.25319567158177986,0.5513398669104987,-0.23822359836999848,0.23348551616600305,-0.5155996520382401,0.027427494102898423,-0.5837148034321581,-0.043829639185163465,-0.46117520226786507,0.3425590457021383,-0.4256865183912476,0.523225545149941,-0.11948821540407692,-0.23804715201951465,0.19705838012496352,-0.14994104650294113,0.32467835410440293,-0.6220038360185425,-0.14186070173806542,-0.10766761523599226,0.14994119730860855,-0.3954215790214524,-0.01858999813910591,-0.14993069958782082,-0.43611431427145375,0.044668658666523774,0.2701437548180799,-0.2112631590224723,0.24796932648267753,0.3456432565133484,-0.04848146844737706,0.0861487849248065,0.7001714492080388,0.32757409374242963,-0.01577477151976572,-0.15228250936460105,-0.21112531231256418,-0.061629769591196745,-0.3582813563740067,0.08130878288618906,0.12432034617034486,-0.306133262313779,-0.3077139623984221,0.555111342767217,0.2989436088532689,0.17662524896145249,0.23569974274511657,-0.38476809532308404,0.34523570454457386,1.0
-0.07669735193297587,0.035943016153157904,-0.28217712135295864,-0.3101931132824193,-0.4710905498309982,0.4002333571827956,-0.0945520931372551,0.044016279119188845,-0.3581656071711547,0.03412021376378308,0.28431774764737955,0.460876406424349,0.036499042637209676,0.22106834322259855,0.17064279684713365,-0.5298588226450929,0.052059885139737305,-0.6773341909000609,-0.34769045796132547,-0.31805799117819605,-0.4182090208729225,0.13216674290696054,0.18936589849319405,-0.15366319776008228,0.013910771763435689,0.32339471096056893,-0.18191197454164573,0.03414324823045721,0.016548161899226754,-0.07520920490088744,0.33486933748860526,0.041642269619874675,0.14823317224271268,-0.2544079741209607,-0.48893706186487057,0.3512898855381126,-0.17198784950997675,-0.11177243932298046,0.2499209658866096,0.2759076573390712,-0.22985850733802768,-0.2207951346456707,0.3461863187806476,-0.49095274580442194,0.03795545590260649,0.1391278806555523,-0.014437094954526065,0.017403572809362323,0.2744769740125182,0.2555049486076007,-0.5201541272716113,-0.20959467828303363,-0.40710037618868644,-0.3558663578200071,-0.1369795758522688,-0.13391944233002195,0.08883936912436084,-0.12908098690714917,-0.3655687219116666,-0.13052989911877905,1.0
0.2131576610523953,0.05334017236041249,0.1546070796459477,0.23248260505213275,-0.19147683596537848,0.10739246954933114,0.22255084331421013,-0.04947606289120879,0.3413980435529592,2.626021733318335e-05,0.08895965464243132,-0.10311264147391311,0.1479618081390363,0.003964230716837954,0.20889741442701157,-0.04536683721489031,0.034014394456344514,0.3789270452520949,-0.23002265285671322,-0.21116367763046484,0.4605990879463786,-0.2373158419609572,0.11191394953974325,-0.11476179267189027,-0.25750284342626684,-0.10105779581802937,0.17086712718178595,-0.4156107380834764,0.009480040387616415,-0.11411769603763205,0.23268137623822763,-0.36827135851861786,-0.07224682460536869,0.011913290878425385,0.3939714792571044,0.05840556551985443,-0.3178781923059781,0.15424847905896233,-0.36702357647703854,0.22713570487152784,-0.20572533513611652,0.09158428579815059,0.1447440657684017,-0.16571249770897664,0.08507284156284572,-0.13246918183290318,0.1037004223267016,0.2716341612767731,0.0960934977321371,-0.09840855478699849,0.25196002342882484,-0.08513501176914974,0.059993699676680036,-0.12651399609631991,0.15473378724551046,-0.010485507869868916,0.048348710236943294,-0.24383753100606997,0.29917536611155077,-0.0863722388797521,0.0
